id,title,price,address,description,url
7270551880,"2-к. квартира, 67,7 м², 3 кровати",3352,Иркутск,"Рады пригласить Вас в свои апартаменты «Комфорт».

Возможна почасовая и помесячная аренда, без комиссии.

Сдается современная, светлая 2-комн. Квартира в новом доме ЖК «Жемчужина » с отличным ремонтом.

Рядом находятся остановки общественного транспорта, набережная, аптека, магазины, кафе. В пешей доступности ТЦ Яркомолл.

До центра города добраться можно за 10 минут.

Есть парковка для вашего авто.

Уютная квартира оснащена всем необходимым: новая сантехника, кухонный гарнитур, обеденный стол и",https://www.avito.ru/irkutsk/kvartiry/2-k._kvartira_677_m_3_krovati_7270551880?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
3017361182,"1-к. квартира, 36,2 м², 2 кровати",2200,Иркутск,"Предлагаем уютную однокомнатную квартиру посуточно с отличным видом на город и р. Ангару. В шаговой доступности ледовый дворец Байкал, парк Поляна. 10 минут до крупнейших торгово-развлекательных центров Яркомолл, Сильвермол, Джеммол. 15 минут до Микрохирургии глаза. За 10 минут можно добраться до Политеха, Госуниверситет, института Мвд. В квартире есть все для комфортного проживания. Заезды с 14.00, выезд в 12.00. Возможно раннеее заселение и поздний выезд- по договорённости.",https://www.avito.ru/irkutsk/kvartiry/1-k._kvartira_362_m_2_krovati_3017361182?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
3847398421,"Квартира-студия, 43 м², 2 кровати",3192,Иркутск,"Комфорт — ваш уголок уюта в сердце города.

Апартаменты в ЖК «Квартал» — это:
место, где хочется дышать полной грудью;
интерьер, который радует глаз;
расположение, экономящее время.

Здесь вы найдёте:
современный ремонт и технику;
чистое бельё, полотенца, туалетные принадлежности;
диван для отдыха с ЖК‑телевизором;
кухню с посудой — творите кулинарные шедевры.

Рядом — всё, что нужно:
центр города;
ТЦ «Яркомолл» и Трк «Модный квартал»;
кафе, магазины, аптека;
парковка для вашего авто.

Идеально ",https://www.avito.ru/irkutsk/kvartiry/kvartira-studiya_43_m_2_krovati_3847398421?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
4588747431,"Квартира-студия, 27,7 м², 2 кровати",3892,Иркутск,"Апартаменты расположены в 9-ти минутах от жд вокзала и 10-ти минутах от 130-го квартала.

Отчётные Документы.

Элитный жилой комплекс в непосредственной близости к инфраструктуре: госуниверситет, супермаркеты, кафе, рестораны, салоны красоты, спорт. Клубы итд.

Закрытый двор, прекрасная детская площадка.

Заезд после 14:00, выезд до 12:00.

В квартире есть всё необходимое:

кухня с плитой, холодильником, чайником, микроволновой печью.

Удобная двуспальная кровать с ортопедическим матрасом.

Бесп",https://www.avito.ru/irkutsk/kvartiry/kvartira-studiya_277_m_2_krovati_4588747431?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
4392884693,"1-к. квартира, 33 м², 2 кровати",3000,Залари,"Cдаеtся Пpосторнaя Квартира п. Залари ул. Карла-Марска 13Д/3.

Pазмещeние ДО 2-х человек.

Cоoтветствиe фотo.

Зaезд Поcле 14:00.

Выeзд ДO 12:00.

Ранний заeзд и поздний выезд обсуждается заранее.
В апартаментах есть всё необходимое для комфортного проживания:

Кровать с ортопедическим матрасом.

Удобный раскладывающийся диван.

Одно свежее постельное белье.

Полотенца на каждого гостя, гель для душа, шампунь, зубная щетка, паста, гигиенические принадлежности, одноразовые тапочки.

Фен, утюг, г",https://www.avito.ru/zalari/kvartiry/1-k._kvartira_33_m_2_krovati_4392884693?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
7910245174,"1-к. квартира, 45 м², 2 кровати",3192,Иркутск,"Комфорт- ваш уголок уюта в сердце города.
Приглашаем вас в светлую 1‑комнатную квартиру, жизнь у Ангары с городским комфортом.

Место, где хочется дышать полной грудью.
Интерьер, который радует глаз;
расположение, экономящее время.

Здесь вы найдёте:
современный ремонт и технику;
чистое бельё, полотенца, туалетные принадлежности;
диван для отдыха с ЖК‑телевизором;
кухню с посудой — творите кулинарные шедевры.

Рядом — всё, что нужно:
центр города (15 мин);
ТЦ «Цветной парк»;
кафе, магазины, апте",https://www.avito.ru/irkutsk/kvartiry/1-k._kvartira_45_m_2_krovati_7910245174?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
2613146186,"Квартира-студия, 23 м², 1 кровать",3050,Иркутск,"Квартира-студия в новом ЖК Квадрум, оборудована всем необходимым для приятного отдыха и расположена в самом центре нашего города.

Рядом с домом развита инфраструктура, а именно: рядом расположены торговые центры, Модный Квартал, фитнес клуб, магазины, кафе, салоны красоты.

Квартира обставлена современной техникой, включающей: холодильник, индукционную плиту, Свч печь, телевизор Smart TV, утюг, фен.

Кухня укомплектована не только техникой, но и всей необходимой посудой: тарелки разного размера",https://www.avito.ru/irkutsk/kvartiry/kvartira-studiya_23_m_1_krovat_2613146186?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
7827302064,"1-к. квартира, 30 м², 2 кровати",2600,Иркутск,"Нажмите нa, так мы нe потeряемся!

Выeзд до 12:00/Зaезд поcлe 14:00.

Предлагаем вашему вниманию однокомнатную квартиру на бульваре Рябикова 23/1, идеально подходящую для комфортного отдыха до 4-х человек. Это отличное место для тех, кто планирует поездку в Аршан или просто хочет насладиться всеми прелестями Иркутска.

Квартира расположена в удобном районе, рядом с супермаркетами, остановкой общественного транспорта, Трц сильвермолл, кинотеатром и множеством кафе и ресторанов. Также в непосредст",https://www.avito.ru/irkutsk/kvartiry/1-k._kvartira_30_m_2_krovati_7827302064?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
7651226215,"Квартира-студия, 32 м², 1 кровать",2000,Иркутск,"Сдается квартира посуточно!

Если вам необходимо проживание на несколько дней, ставим бронь на 1 день, при заселении обсуждаем конкретные сроки.

Чистая, ухоженная, есть все необходимое.
Делаем отчётные документы.",https://www.avito.ru/irkutsk/kvartiry/kvartira-studiya_32_m_1_krovat_7651226215?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
3730647546,"1-к. квартира, 30 м², 2 кровати",2750,Слюдянка,"Центр города.

Квартирa после ремонта, мебель и техника новая!

Есть всё для комфортного проживания.

В шаговой доступности все необходимые магазины, ж/д вокзал, автостанция. До Байкала 10 минут пешком.

Бесконтактное заселение.

Заезд после -14:00, выeзд до 12:00.

(Ранние заезды и выезды по договоренности).

Курить в квартире запрещено. (взымается сумма залога).

После 23:00 тишина и уют.",https://www.avito.ru/slyudyanka/kvartiry/1-k._kvartira_30_m_2_krovati_3730647546?checkIn=2026-02-18&checkOut=2026-02-19&guests=2&guestsDetailed=%7B%22totalCount%22%3A2%2C%22adultsCount%22%3A2%2C%22version%22%3A1%7D&context=H4sIAAAAAAAA_wHvABD_YTo2OntzOjc6ImNoZWNrSW4iO3M6ODoiMjAyNjAyMTgiO3M6ODoiY2hlY2tPdXQiO3M6ODoiMjAyNjAyMTkiO3M6MTE6Imd1ZXN0c0NvdW50IjtpOjMwMjI0MTQ7czoxNDoiZ3Vlc3RzRGV0YWlsZWQiO3M6NTg6InsidmVyc2lvbiI6MSwidG90YWxDb3VudCI6MiwiYWR1bHRzQ291bnQiOjIsImNoaWxkcmVuIjpbXX0iO3M6MTM6ImxvY2FsUHJpb3JpdHkiO2I6MDtzOjE6IngiO3M6MTY6ImQ5SkxRSWtDdEhnanZ5bGUiO31P8cOL7wAAAA&checkIn=20260218&checkOut=20260219
